_input,_num,_widgetName,_source,_resultNumber,_pageUrl,teams,score,odds,result,logo
,1,coversWithOT,coversWithOT,1,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883315.html,LAL; NO,80; 96,203; -7,Under: 176; Cover: +9,Under: 176; Cover: +9
,2,coversWithOT,coversWithOT,2,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883314.html,DAL; MIN,98; 75,-9.5; 214,Cover: +13.5; Under: 173,Cover: +13.5; Under: 173
,3,coversWithOT,coversWithOT,3,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883312.html,ORL; DET,118; 128,209; -8,Over: 246; Cover: +2,Over: 246; Cover: +2
,4,coversWithOT,coversWithOT,4,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883316.html,OKC; WAS,,105; 103,,1; 207.5
,5,coversWithOT,coversWithOT,5,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883308.html,MIA; CHAR,76; 78,6; 184,Cover: +4; Under: 154,Cover: +4; Under: 154
,6,coversWithOT,coversWithOT,6,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883309.html,UTA; CLE,92; 106,196.5; -9.5,Over: 198; Cover: +4.5,Over: 198; Cover: +4.5
,7,coversWithOT,coversWithOT,7,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883317.html,POR; PHO,113; 118,7.5; 211.5,Cover: +2.5; Over: 231,Cover: +2.5; Over: 231
,8,coversWithOT,coversWithOT,8,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883310.html,NY; PHI,98; 91,-3; 189.5,Cover: +4; Under: 189,Cover: +4; Under: 189
,9,coversWithOT,coversWithOT,9,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883311.html,IND; ATL,91; 110,192.5; -10.5,Over: 201; Cover: +8.5,Over: 201; Cover: +8.5
,10,coversWithOT,coversWithOT,10,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883319.html,HOU; GS,113; 126,219; -8,Over: 239; Cover: +5,Over: 239; Cover: +5
,11,coversWithOT,coversWithOT,11,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883313.html,TOR; MEM,86; 92,6; 202,Push; Under: 178,Push; Under: 178
,12,coversWithOT,coversWithOT,12,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883318.html,BK; SAC,103; 100,5.5; 197,Cover: +8.5; Over: 203,Cover: +8.5; Over: 203
,13,coversWithOT,coversWithOT,13,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883246.html,NO; BOS,100; 108,204; 5.5,Over: 208; Cover: +13.5,Over: 208; Cover: +13.5
,14,coversWithOT,coversWithOT,14,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883291.html,NO; TOR,95; 93,11; 205.5,Cover: +13; Under: 188,Cover: +13; Under: 188
,15,coversWithOT,coversWithOT,15,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883205.html,NO; CHAR,94; 98,191; 4.5,Over: 192; Cover: +8.5,Over: 192; Cover: +8.5
,16,coversWithOT,coversWithOT,16,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883224.html,MEM; NO,95; 106,198.5; -1,Over: 201; Cover: +10,Over: 201; Cover: +10
,17,coversWithOT,coversWithOT,17,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883301.html,NO; NY,92; 99,193.5; 7.5,Under: 191; Cover: +14.5,Under: 191; Cover: +14.5
,18,coversWithOT,coversWithOT,18,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883272.html,NO; PHI,81; 96,191; 6.5,Under: 177; Cover: +21.5,Under: 177; Cover: +21.5
,19,coversWithOT,coversWithOT,19,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883198.html,WAS; NO,92; 85,3; 200,Cover: +10; Under: 177,Cover: +10; Under: 177
,20,coversWithOT,coversWithOT,20,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883260.html,NO; DET,105; 94,3.5; 203.5,Cover: +14.5; Under: 199,Cover: +14.5; Under: 199
,21,coversWithOT,coversWithOT,21,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883171.html,HOU; NO,83; 111,204; 2,Under: 194; Cover: +30,Under: 194; Cover: +30
,22,coversWithOT,coversWithOT,22,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883200.html,LAL; POR,94; 98,12.5; 209,Cover: +8.5; Under: 192,Cover: +8.5; Under: 192
,23,coversWithOT,coversWithOT,23,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883305.html,LAL; PHO,100; 115,215; -10.5,Push; Cover: +4.5,Push; Cover: +4.5
,24,coversWithOT,coversWithOT,24,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883217.html,LAL; LAC,89; 114,214.5; -10.5,Under: 203; Cover: +14.5,Under: 203; Cover: +14.5
,25,coversWithOT,coversWithOT,25,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883256.html,MIA; LAL,78; 75,-2.5; 197.5,Cover: +0.5; Under: 153,Cover: +0.5; Under: 153
,26,coversWithOT,coversWithOT,26,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883269.html,CLE; LAL,109; 102,-6; 207,Cover: +1; Over: 211,Cover: +1; Over: 211
,27,coversWithOT,coversWithOT,27,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883245.html,POR; LAL,106; 94,-5.5; 205,Cover: +6.5; Under: 200,Cover: +6.5; Under: 200
,28,coversWithOT,coversWithOT,28,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883231.html,ORL; LAL,84; 101,198.5; -1.5,Under: 185; Cover: +15.5,Under: 185; Cover: +15.5
,29,coversWithOT,coversWithOT,29,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883191.html,IND; LAL,87; 88,1; 202.5,Push; Under: 175,Push; Under: 175
,30,coversWithOT,coversWithOT,30,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883280.html,LAL; UTA,85; 94,196; -8,Under: 179; Cover: +1,Under: 179; Cover: +1
,31,coversWithOT,coversWithOT,31,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883247.html,HOU; BK,113; 99,-7; 193.5,Cover: +7; Over: 212,Cover: +7; Over: 212
,32,coversWithOT,coversWithOT,32,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883249.html,ORL; CHI,121; 114,11.5; 190.5,Cover: +18.5; Over: 235,Cover: +18.5; Over: 235
,33,coversWithOT,coversWithOT,33,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883292.html,OKC; ORL,127; 99,-9; 213.5,Cover: +19; Over: 226,Cover: +19; Over: 226
,34,coversWithOT,coversWithOT,34,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883248.html,DET; TOR,114; 111,6; 208.5,Cover: +9; Over: 225,Cover: +9; Over: 225
,35,coversWithOT,coversWithOT,35,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883293.html,UTA; SA,69; 89,195.5; -12,Under: 158; Cover: +8,Under: 158; Cover: +8
,36,coversWithOT,coversWithOT,36,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883211.html,UTA; CHI,97; 77,11; 192.5,Cover: +31; Under: 174,Cover: +31; Under: 174
,37,coversWithOT,coversWithOT,37,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883215.html,OKC; SAC,83; 104,212.5; 7.5,Under: 187; Cover: +28.5,Under: 187; Cover: +28.5
,38,coversWithOT,coversWithOT,38,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883213.html,ORL; DEN,90; 93,7; 201,Cover: +4; Under: 183,Cover: +4; Under: 183
,39,coversWithOT,coversWithOT,39,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883207.html,MIL; PHI,97; 77,-7; 195.5,Cover: +13; Under: 174,Cover: +13; Under: 174
,40,coversWithOT,coversWithOT,40,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883216.html,IND; GS,102; 117,202; -11.5,Over: 219; Cover: +3.5,Over: 219; Cover: +3.5
,41,coversWithOT,coversWithOT,41,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883208.html,NY; WAS,91; 101,14.5; 187.5,Cover: +4.5; Over: 192,Cover: +4.5; Over: 192
,42,coversWithOT,coversWithOT,42,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883209.html,MEM; ATL,86; 96,197; -4.5,Under: 182; Cover: +5.5,Under: 182; Cover: +5.5
,43,coversWithOT,coversWithOT,43,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883210.html,BOS; BK,89; 81,5; 199,Cover: +13; Under: 170,Cover: +13; Under: 170
,44,coversWithOT,coversWithOT,44,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883212.html,DET; DAL,108; 95,9; 211,Cover: +22; Under: 203,Cover: +22; Under: 203
,45,coversWithOT,coversWithOT,45,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883206.html,HOU; CLE,105; 93,-6; 198.5,Cover: +6; Under: 198,Cover: +6; Under: 198
,46,coversWithOT,coversWithOT,46,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883214.html,PHO; MIN,113; 111,216; 8,Over: 224; Cover: +6,Over: 224; Cover: +6
,47,coversWithOT,coversWithOT,47,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883226.html,CHI; WAS,86; 102,195.5; -1,Under: 188; Cover: +15,Under: 188; Cover: +15
,48,coversWithOT,coversWithOT,48,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883227.html,MIN; MIL,84; 98,203; -9.5,Under: 182; Cover: +4.5,Under: 182; Cover: +4.5
,49,coversWithOT,coversWithOT,49,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883230.html,CLE; GS,94; 112,210.5; -13,Under: 206; Cover: +5,Under: 206; Cover: +5
,50,coversWithOT,coversWithOT,50,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883223.html,ATL; DET,106; 103,-2.5; 206,Cover: +0.5; Over: 209,Cover: +0.5; Over: 209
,51,coversWithOT,coversWithOT,51,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883221.html,BOS; IND,,103; 107,,6; 197
,52,coversWithOT,coversWithOT,52,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883222.html,PHI; BK,90; 88,10.5; 190.5,Cover: +12.5; Under: 178,Cover: +12.5; Under: 178
,53,coversWithOT,coversWithOT,53,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883228.html,PHO; SA,95; 100,5; 212,Push; Under: 195,Push; Under: 195
,54,coversWithOT,coversWithOT,54,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883229.html,DEN; SAC,118; 108,5; 213,Cover: +15; Over: 226,Cover: +15; Over: 226
,55,coversWithOT,coversWithOT,55,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883225.html,UTA; OKC,94; 99,11.5; 197.5,Cover: +6.5; Under: 193,Cover: +6.5; Under: 193
,56,coversWithOT,coversWithOT,56,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883298.html,DEN; GS,79; 122,218; -13.5,Under: 201; Cover: +29.5,Under: 201; Cover: +29.5
,57,coversWithOT,coversWithOT,57,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883296.html,DET; ATL,82; 93,203.5; -7.5,Under: 175; Cover: +3.5,Under: 175; Cover: +3.5
,58,coversWithOT,coversWithOT,58,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883299.html,DAL; MEM,103; 95,3.5; 202,Cover: +11.5; Under: 198,Cover: +11.5; Under: 198
,59,coversWithOT,coversWithOT,59,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883302.html,TOR; MIL,92; 89,1.5; 197,Cover: +4.5; Under: 181,Cover: +4.5; Under: 181
,60,coversWithOT,coversWithOT,60,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883300.html,IND; HOU,98; 110,196; -10,Over: 208; Cover: +2,Over: 208; Cover: +2
,61,coversWithOT,coversWithOT,61,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883295.html,PHI; WAS,76; 111,192.5; -14,Under: 187; Cover: +21,Under: 187; Cover: +21
,62,coversWithOT,coversWithOT,62,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883297.html,BOS; LAC,93; 102,12; 212.5,Cover: +3; Under: 195,Cover: +3; Under: 195
,63,coversWithOT,coversWithOT,63,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883294.html,MIN; CHAR,80; 105,193; -6,Under: 185; Cover: +19,Under: 185; Cover: +19
,64,coversWithOT,coversWithOT,64,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883303.html,CHI; CLE,94; 108,206.5; -4.5,Under: 202; Cover: +9.5,Under: 202; Cover: +9.5
,65,coversWithOT,coversWithOT,65,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883304.html,SAC; POR,94; 98,9.5; 205.5,Cover: +5.5; Under: 192,Cover: +5.5; Under: 192
,66,coversWithOT,coversWithOT,66,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883271.html,MEM; ORL,106; 96,-5; 193,Cover: +5; Over: 202,Cover: +5; Over: 202
,67,coversWithOT,coversWithOT,67,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883282.html,CLE; LAC,126; 121,8.5; 206,Cover: +13.5; Over: 247,Cover: +13.5; Over: 247
,68,coversWithOT,coversWithOT,68,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883275.html,ATL; TOR,110; 89,-2; 206,Cover: +19; Under: 199,Cover: +19; Under: 199
,69,coversWithOT,coversWithOT,69,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883270.html,DET; IND,98; 96,1; 197,Cover: +3; Under: 194,Cover: +3; Under: 194
,70,coversWithOT,coversWithOT,70,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883274.html,CHI; BOS,119; 103,-5; 201,Cover: +11; Over: 222,Cover: +11; Over: 222
,71,coversWithOT,coversWithOT,71,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883277.html,DEN; DAL,89; 97,8; 215.5,Push; Under: 186,Push; Under: 186
,72,coversWithOT,coversWithOT,72,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883278.html,POR; SA,96; 110,198; -4.5,Over: 206; Cover: +9.5,Over: 206; Cover: +9.5
,73,coversWithOT,coversWithOT,73,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883279.html,MIN; PHO,99; 110,13.5; 216.5,Cover: +2.5; Under: 209,Cover: +2.5; Under: 209
,74,coversWithOT,coversWithOT,74,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883281.html,MIA; SAC,95; 83,3; 191,Cover: +15; Under: 178,Cover: +15; Under: 178
,75,coversWithOT,coversWithOT,75,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883273.html,BK; WAS,102; 80,9.5; 192,Cover: +31.5; Under: 182,Cover: +31.5; Under: 182
,76,coversWithOT,coversWithOT,76,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883276.html,GS; OKC,115; 127,217; 1,Over: 242; Cover: +13,Over: 242; Cover: +13
,77,coversWithOT,coversWithOT,77,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883194.html,DAL; BK,,96; 88,,-7; 205.5
,78,coversWithOT,coversWithOT,78,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883196.html,NY; MEM,83; 105,188.5; -14,Under: 188; Cover: +8,Under: 188; Cover: +8
,79,coversWithOT,coversWithOT,79,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883197.html,DEN; MIN,110; 101,-5; 210.5,Cover: +4; Over: 211,Cover: +4; Over: 211
,80,coversWithOT,coversWithOT,80,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883192.html,CLE; PHI,92; 95,192; 4.5,Under: 187; Cover: +7.5,Under: 187; Cover: +7.5
,81,coversWithOT,coversWithOT,81,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883195.html,HOU; CHI,105; 114,199; -3,Over: 219; Cover: +6,Over: 219; Cover: +6
,82,coversWithOT,coversWithOT,82,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883201.html,OKC; GS,91; 117,216.5; -3.5,Under: 208; Cover: +22.5,Under: 208; Cover: +22.5
,83,coversWithOT,coversWithOT,83,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883199.html,IND; UTA,105; 101,1.5; 185.5,Cover: +5.5; Over: 206,Cover: +5.5; Over: 206
,84,coversWithOT,coversWithOT,84,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883202.html,ATL; LAC,107; 98,5.5; 210,Cover: +14.5; Under: 205,Cover: +14.5; Under: 205
,85,coversWithOT,coversWithOT,85,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883193.html,CHAR; BOS,104; 95,5.5; 198.5,Cover: +14.5; Over: 199,Cover: +14.5; Over: 199
,86,coversWithOT,coversWithOT,86,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883264.html,DAL; DEN,107; 114,212; -5,Over: 221; Cover: +2,Over: 221; Cover: +2
,87,coversWithOT,coversWithOT,87,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883263.html,ATL; BOS,105; 91,-5.5; 202,Cover: +8.5; Under: 196,Cover: +8.5; Under: 196
,88,coversWithOT,coversWithOT,88,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883258.html,HOU; ORL,113; 120,200.5; 9.5,Over: 233; Cover: +16.5,Over: 233; Cover: +16.5
,89,coversWithOT,coversWithOT,89,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883262.html,WAS; CHI,105; 99,5.5; 196,Cover: +11.5; Over: 204,Cover: +11.5; Over: 204
,90,coversWithOT,coversWithOT,90,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883266.html,LAC; POR,100; 94,3.5; 209,Cover: +9.5; Under: 194,Cover: +9.5; Under: 194
,91,coversWithOT,coversWithOT,91,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883257.html,SA; CHAR,98; 93,-4.5; 192,Cover: +0.5; Under: 191,Cover: +0.5; Under: 191
,92,coversWithOT,coversWithOT,92,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883261.html,PHI; TOR,84; 100,17.5; 202.5,Cover: +1.5; Under: 184,Cover: +1.5; Under: 184
,93,coversWithOT,coversWithOT,93,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883265.html,MIA; GS,89; 104,15; 201,Push; Under: 193,Push; Under: 193
,94,coversWithOT,coversWithOT,94,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883259.html,MEM; BK,103; 92,-7; 189.5,Cover: +4; Over: 195,Cover: +4; Over: 195
,95,coversWithOT,coversWithOT,95,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883169.html,DAL; BOS,119; 101,-5.5; 215,Cover: +12.5; Over: 220,Cover: +12.5; Over: 220
,96,coversWithOT,coversWithOT,96,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883168.html,BK; ORL,100; 98,193; 2.5,Over: 198; Cover: +0.5,Over: 198; Cover: +0.5
,97,coversWithOT,coversWithOT,97,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883172.html,WAS; OKC,102; 109,7; 206,Push; Over: 211,Push; Over: 211
,98,coversWithOT,coversWithOT,98,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883174.html,PHI; PHO,96; 112,208.5; -13.5,Under: 208; Cover: +2.5,Under: 208; Cover: +2.5
,99,coversWithOT,coversWithOT,99,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883173.html,IND; MIL,94; 91,1.5; 194.5,Cover: +4.5; Under: 185,Cover: +4.5; Under: 185
,100,coversWithOT,coversWithOT,100,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883167.html,CLE; CHAR,91; 87,-1.5; 192.5,Cover: +2.5; Under: 178,Cover: +2.5; Under: 178
,101,coversWithOT,coversWithOT,101,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883177.html,MEM; LAL,109; 106,203.5; 4,Over: 215; Cover: +1,Over: 215; Cover: +1
,102,coversWithOT,coversWithOT,102,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883175.html,ATL; UTA,98; 92,-4.5; 194.5,Cover: +1.5; Under: 190,Cover: +1.5; Under: 190
,103,coversWithOT,coversWithOT,103,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883170.html,DET; NY,97; 81,-4.5; 195.5,Cover: +11.5; Under: 178,Cover: +11.5; Under: 178
,104,coversWithOT,coversWithOT,104,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883176.html,TOR; GS,105; 126,216.5; -4.5,Over: 231; Cover: +16.5,Over: 231; Cover: +16.5
,105,coversWithOT,coversWithOT,105,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883252.html,SA; WAS,93; 101,195.5; 1,Under: 194; Cover: +9,Under: 194; Cover: +9
,106,coversWithOT,coversWithOT,106,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883253.html,CLE; PHO,100; 107,212.5; -4.5,Under: 207; Cover: +2.5,Under: 207; Cover: +2.5
,107,coversWithOT,coversWithOT,107,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883255.html,DAL; SAC,,108; 104,,214; 5
,108,coversWithOT,coversWithOT,108,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883250.html,MIN; IND,110; 101,11; 195.5,Cover: +20; Over: 211,Cover: +20; Over: 211
,109,coversWithOT,coversWithOT,109,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883254.html,GS; UTA,116; 105,-8; 202,Cover: +3; Over: 221,Cover: +3; Over: 221
,110,coversWithOT,coversWithOT,110,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883251.html,ATL; PHI,105; 87,-10; 196,Cover: +8; Under: 192,Cover: +8; Under: 192
,111,coversWithOT,coversWithOT,111,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883267.html,NY; MIL,79; 95,199; -7.5,Under: 174; Cover: +8.5,Under: 174; Cover: +8.5
,112,coversWithOT,coversWithOT,112,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883268.html,OKC; HOU,101; 112,208.5; 2.5,Over: 213; Cover: +13.5,Over: 213; Cover: +13.5
,113,coversWithOT,coversWithOT,113,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883243.html,PHO; MEM,,110; 122,,209; -3.5
,114,coversWithOT,coversWithOT,114,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883241.html,WAS; ATL,89; 120,194; -4.5,Over: 209; Cover: +26.5,Over: 209; Cover: +26.5
,115,coversWithOT,coversWithOT,115,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883244.html,CLE; SAC,84; 103,205.5; -3.5,Under: 187; Cover: +15.5,Under: 187; Cover: +15.5
,116,coversWithOT,coversWithOT,116,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883242.html,MIA; LAC,104; 90,10; 199,Cover: +24; Under: 194,Cover: +24; Under: 194
,117,coversWithOT,coversWithOT,117,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883187.html,SAC; DET,95; 114,209.5; -3.5,Under: 209; Cover: +15.5,Under: 209; Cover: +15.5
,118,coversWithOT,coversWithOT,118,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883190.html,TOR; PHO,109; 125,216.5; -1,Over: 234; Cover: +15,Over: 234; Cover: +15
,119,coversWithOT,coversWithOT,119,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883186.html,DAL; CLE,109; 90,-7.5; 207.5,Cover: +11.5; Under: 199,Cover: +11.5; Under: 199
,120,coversWithOT,coversWithOT,120,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883188.html,BK; MIA,84; 88,195; 2.5,Under: 172; Cover: +6.5,Under: 172; Cover: +6.5
